year,month,day,t
2022,3,19,3
2022,3,20,5
2022,3,21,8
2022,3,22,12
2022,3,23,14
2022,3,24,15
2022,3,25,7
2022,3,26,15
2022,3,27,7
2022,3,28,15
2022,3,29,19
2022,3,30,20
2022,3,31,18
2022,4,1,19
2022,4,2,7
2022,4,3,6
2022,4,4,5
2022,4,5,11
2022,4,6,16
2022,4,7,19
2022,4,8,14
2022,4,9,19
2022,4,10,5
2022,4,11,11
2022,4,12,8
2022,4,13,14
2022,4,14,18
2022,4,15,6
2022,4,16,12
2022,4,17,7
2022,4,18,7
2022,4,19,9
2022,4,20,10
2022,4,21,9
2022,4,22,18
2022,4,23,14
2022,4,24,19
2022,4,25,21
2022,4,26,13
2022,4,27,12
2022,4,28,12
2022,4,29,14
2022,4,30,15
2022,5,1,17
2022,5,2,18
2022,5,3,19
2022,5,4,16
2022,5,5,15
2022,5,6,18
2022,5,7,19
2022,5,8,19
2022,5,9,18
2022,5,10,16
2022,5,11,20
2022,5,12,26
2022,5,13,21
2022,5,14,19
2022,5,15,19
2022,5,16,19
2022,5,17,19
2022,5,18,11
2022,5,19,18
2022,5,20,24
2022,5,21,23
2022,5,22,16
2022,5,23,13
2022,5,24,19
2022,5,25,23
2022,5,26,20
2022,5,27,24
2022,5,28,17
2022,5,29,18
2022,5,30,21
2022,5,31,16
2022,6,1,25
2022,6,2,26
2022,6,3,21
2022,6,4,26
2022,6,5,23
2022,6,6,22
2022,6,7,24
2022,6,8,28
2022,6,9,25
2022,6,10,23
2022,6,11,22
2022,6,12,21
2022,6,13,24
2022,6,14,20
2022,6,15,19
2022,6,16,23
2022,6,17,19
2022,6,18,24
2022,6,19,26
2022,6,20,28
2022,6,21,22
2022,6,22,18
2022,6,23,19
2022,6,24,23
2022,6,25,25
2022,6,26,24
2022,6,27,30
2022,6,28,29
2022,6,29,30
2022,6,30,33
2022,7,1,33
2022,7,2,33
2022,7,3,28
2022,7,4,33
2022,7,5,34
2022,7,6,22
2022,7,7,22
2022,7,8,27
2022,7,9,24
2022,7,10,21
2022,7,11,23
2022,7,12,23
2022,7,13,21
2022,7,14,28
2022,7,15,28
2022,7,16,26
2022,7,17,24
2022,7,18,26
2022,7,19,29
2022,7,20,31
2022,7,21,29
2022,7,22,32
2022,7,23,35
2022,7,24,30
2022,7,25,28
2022,7,26,33
2022,7,27,26
2022,7,28,28
2022,7,29,29
2022,7,30,31
2022,7,31,19
2022,8,1,19
2022,8,2,26
2022,8,3,28
2022,8,4,27
2022,8,5,31
2022,8,6,31
2022,8,7,18
2022,8,8,28
2022,8,9,21
2022,8,10,21
2022,8,11,24
2022,8,12,19
